"","Pollster","Start.Date","End.Date","Entry.Date.Time..ET.","Number.of.Observations","Population","Mode","Unfavorable","Undecided","Favorable","Pollster.URL","Source.URL","Partisan","Affiliation","Question.Text","Question.Iteration","net"
"361","Morning Consult","2016-01-14","2016-01-17","2016-01-19T19:11:34Z",4060,"Registered Voters","Internet",31,49,20,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-23526","http://morningconsult.com/wp-content/uploads/2016/01/160102_Topline-Trend.pdf","Nonpartisan","None",,1,-11
"362","Morning Consult","2016-01-08","2016-01-10","2016-01-14T16:33:59Z",2173,"Registered Voters","Internet",33,48,18,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-23500","http://big.assets.huffingtonpost.com/160101crosstabstrend.pdf","Nonpartisan","None",,1,-15
"363","YouGov/Economist","2015-12-31","2016-01-06","2016-01-10T22:15:48Z",2000,"Adults","Internet",36,40,24,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-23466","https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/kkv0bg7tc3/econTabReport.pdf","Nonpartisan","None",,1,-12
"364","YouGov/Economist","2015-12-18","2015-12-21","2015-12-28T15:24:54Z",2000,"Adults","Internet",39,38,24,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-23415","https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/u2bkqtsd3k/econToplines.pdf","Nonpartisan","None",,1,-15
"365","CNN","2015-12-17","2015-12-21","2015-12-23T12:12:21Z",1018,"Adults","Live Phone",31,47,22,"http://elections.huffingtonpost.com/pollster/polls/cnn-23404","http://i2.cdn.turner.com/cnn/2015/images/12/22/cnnpoll.pdf","Nonpartisan","None",,1,-9
"366","Quinnipiac","2015-12-16","2015-12-20","2015-12-22T14:45:28Z",570,"Registered Voters","Live Phone",20,59,21,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23400","http://www.quinnipiac.edu/images/polling/us/us12222015_Uhkm63g.pdf","Nonpartisan","None",,1,1
"367","Morning Consult","2015-12-11","2015-12-15","2015-12-15T20:45:27Z",4038,"Registered Voters","Internet",31,52,17,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-23333","http://big.assets.huffingtonpost.com/151203crosstabstrendTS.pdf","Nonpartisan","None",,1,-14
"368","YouGov/Economist","2015-12-04","2015-12-09","2015-12-10T21:41:27Z",2000,"Adults","Internet",37,41,23,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-23302","https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/xc6vxh6xkf/econToplines.pdf","Nonpartisan","None",,1,-14
"369","AP-GfK (web)","2015-12-03","2015-12-07","2015-12-15T04:53:13Z",1007,"Adults","Internet",25,61,14,"http://elections.huffingtonpost.com/pollster/polls/ap-gfk-web-23325","http://ap-gfkpoll.com/main/wp-content/uploads/2015/12/AP-GfK_Poll_December-2015-Final-topline_GOP.pdf","Nonpartisan","None",,1,-11
"370","Morning Consult","2015-12-03","2015-12-07","2015-12-08T22:24:57Z",2047,"Registered Voters","Internet",32,48,19,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-23281","http://big.assets.huffingtonpost.com/151201crosstabstrend_AP.pdf","Nonpartisan","None",,1,-13
"371","Quinnipiac","2015-11-23","2015-11-30","2015-12-02T12:04:16Z",726,"Registered Voters","Live Phone",23,58,19,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23247","http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2307","Nonpartisan","None",,1,-4
"372","YouGov/Economist","2015-11-19","2015-11-23","2015-11-25T16:07:28Z",2000,"Adults","Internet",37,41,22,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-23236","https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/lz22bazbpo/econToplines.pdf","Nonpartisan","None",,1,-15
"373","Morning Consult","2015-11-13","2015-11-16","2015-11-17T15:45:58Z",2001,"Registered Voters","Internet",31,54,15,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-23158","http://big.assets.huffingtonpost.com/151104crosstabstrend.pdf","Nonpartisan","None",,1,-16
"374","YouGov/Economist","2015-11-05","2015-11-09","2015-11-10T19:47:52Z",2000,"Adults","Internet",34,43,22,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-23109","https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/1hhz66took/econToplines.pdf","Nonpartisan","None",,1,-12
"375","Morning Consult","2015-11-05","2015-11-08","2015-11-10T17:55:28Z",4002,"Registered Voters","Internet",29,52,18,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-23107","http://big.assets.huffingtonpost.com/151102crosstabstrend.pdf","Nonpartisan","None",,1,-11
"376","Quinnipiac","2015-10-29","2015-11-02","2015-11-04T16:23:42Z",572,"Registered Voters","Live Phone",20,57,23,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23059","http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2299","Nonpartisan","None",,1,3
"377","Morning Consult","2015-10-29","2015-11-01","2015-11-03T20:26:04Z",2350,"Registered Voters","Internet",29,54,17,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-23056","http://morningconsult.com/polls/new-poll-jeb-bushs-popularity-problem-trump-down-for-second-consecutive-week/","Nonpartisan","None",,1,-12
"378","Gallup","2015-10-19","2015-11-01","2015-11-05T17:12:03Z",7121,"Adults","Live Phone",17,,21,"http://elections.huffingtonpost.com/pollster/polls/gallup-23074","http://www.gallup.com/poll/186494/carson-best-liked-presidential-candidates.aspx","Nonpartisan","None",,1,4
"379","YouGov/Economist","2015-10-23","2015-10-27","2015-10-28T18:31:56Z",2000,"Adults","Internet",34,45,21,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-23014","https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/uobybjo8zg/econToplines.pdf","Nonpartisan","None",,1,-13
"380","Morning Consult","2015-10-22","2015-10-25","2015-10-26T21:12:38Z",1689,"Registered Voters","Internet",28,49,23,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-22994","http://morningconsult.com/wp-content/uploads/2015/10/151006_topline_trend_v2_AP.pdf","Nonpartisan","None",,1,-5
"381","Morning Consult","2015-10-15","2015-10-19","2015-10-20T17:31:31Z",2017,"Registered Voters","Internet",31,51,19,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-22950","http://morningconsult.com/wp-content/uploads/2015/10/151005_topline_trend_v2_TS.pdf","Nonpartisan","None",,1,-12
"382","YouGov/Economist","2015-10-08","2015-10-12","2015-10-14T21:33:18Z",2000,"Adults","Internet",32,45,23,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22920","https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/oxhxk3fmq5/econTabReport.pdf","Nonpartisan","None",,1,-9
"383","Morning Consult","2015-10-08","2015-10-12","2015-10-13T15:48:47Z",2002,"Registered Voters","Internet",27,55,19,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-22902","http://morningconsult.com/2015/10/ahead-of-debate-clinton-lead-grows/","Nonpartisan","None",,1,-8
"384","Morning Consult","2015-10-02","2015-10-05","2015-10-06T21:34:11Z",1983,"Registered Voters","Internet",28,54,17,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-22858","http://morningconsult.com/wp-content/uploads/2015/10/151001_topline_trend_v1_AP.pdf","Nonpartisan","None",,1,-11
"385","PPP (D)","2015-10-01","2015-10-04","2015-10-06T18:56:54Z",1338,"Likely Voters","IVR/Online",36,42,22,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-22856","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_NationalGOP_100615.pdf","Pollster","Dem",,1,-14
"386","YouGov/Economist","2015-09-25","2015-09-29","2015-10-01T17:56:51Z",2000,"Adults","Internet",30,43,26,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22829","http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/8w1iq3dtp2/econToplines.pdf","Nonpartisan","None",,1,-4
"387","Morning Consult","2015-09-24","2015-09-27","2015-09-29T19:48:50Z",1543,"Registered Voters","Internet",28,53,18,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-22814","http://morningconsult.com/wp-content/uploads/2015/09/150908_topline_trend_v1_JW.pdf","Nonpartisan","None",,1,-10
"388","FOX","2015-09-20","2015-09-22","2015-09-28T17:37:40Z",1013,"Registered Voters","Live Phone",25,60,14,"http://elections.huffingtonpost.com/pollster/polls/fox-22805","http://www.foxnews.com/politics/interactive/2015/09/25/fox-news-poll-clinton-and-carson-favorability-ratings/","Nonpartisan","None",,1,-11
"389","Quinnipiac","2015-09-17","2015-09-21","2015-09-24T22:15:01Z",787,"Registered Voters","Live Phone",15,58,27,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22788","http://www.quinnipiac.edu/images/polling/us/us09242015_ui47mfb.pdf","Nonpartisan","None",,1,12
"390","Morning Consult","2015-09-18","2015-09-20","2015-09-22T18:00:14Z",4033,"Registered Voters","Internet",28,53,19,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-22772","http://morningconsult.com/wp-content/uploads/2015/09/150907_topline_MERGED-trend_v2_KD.pdf","Nonpartisan","None",,1,-9
"391","CNN","2015-09-17","2015-09-19","2015-09-21T19:19:45Z",1006,"Adults","Live Phone",22,57,21,"http://elections.huffingtonpost.com/pollster/polls/cnn-22761","http://i2.cdn.turner.com/cnn/2015/images/09/20/rel10a.pdf","Nonpartisan","None",,1,-1
"392","YouGov/Economist","2015-09-11","2015-09-15","2015-09-18T19:51:56Z",2000,"Adults","Internet",30,47,23,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22749","https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/lq8iyjss0l/econToplines_v1.pdf","Nonpartisan","None",,1,-7
"393","Morning Consult","2015-09-11","2015-09-13","2015-09-18T21:11:34Z",2023,"Registered Voters","Internet",25,55,20,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-22752","http://morningconsult.com/wp-content/uploads/2015/09/150904_topline_trend_v1_JW.pdf","Nonpartisan","None",,1,-5
"394","Morning Consult","2015-09-04","2015-09-07","2015-09-11T01:39:52Z",2008,"Registered Voters","Internet",25,52,23,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-22703","http://morningconsult.com/wp-content/uploads/2015/09/150902_crosstabs_trend_v2_JW.pdf","Nonpartisan","None",,1,-2
"395","YouGov/Economist","2015-08-28","2015-09-01","2015-09-04T00:34:09Z",2000,"Adults","Internet",30,47,23,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22659","https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/k24hv9t9fv/econTabReport.pdf","Nonpartisan","None",,1,-7
"396","PPP (D)","2015-08-28","2015-08-30","2015-09-03T20:26:01Z",1254,"Likely Voters","IVR/Online",37,41,23,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-22654","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_90315.pdf","Pollster","Dem",,1,-14
"397","Morning Consult","2015-08-28","2015-08-30","2015-09-01T01:22:28Z",2015,"Registered Voters","Internet",28,53,19,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-22640","http://morningconsult.com/wp-content/uploads/2015/08/150805_topline_trend_v2_JW.pdf","Nonpartisan","None",,1,-9
"398","Quinnipiac","2015-08-20","2015-08-25","2015-08-27T21:51:28Z",781,"Registered Voters","Live Phone",12,63,25,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22621","http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2274","Nonpartisan","None",,1,13
"399","YouGov/Economist","2015-08-14","2015-08-18","2015-08-24T22:05:33Z",2000,"Adults","Internet",30,44,26,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22602","https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zvg9hui4lt/econToplines.pdf","Nonpartisan","None",,1,-4
"400","CNN","2015-08-13","2015-08-16","2015-08-18T18:08:54Z",1001,"Adults","Live Phone",22,55,23,"http://elections.huffingtonpost.com/pollster/polls/cnn-22572","http://i2.cdn.turner.com/cnn/2015/images/08/17/rel8a.-.gop.2016.pdf","Nonpartisan","None",,1,1
"401","YouGov/Economist","2015-08-08","2015-08-10","2015-08-12T01:47:42Z",1000,"Adults","Internet",29,48,24,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22545","https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ykesdk07ow/toplines_OPI_Debate_20150811.pdf","Nonpartisan","None",,1,-5
"402","Morning Consult","2015-08-07","2015-08-09","2015-08-10T21:38:34Z",2029,"Registered Voters","Internet",26,53,20,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-22526","http://big.assets.huffingtonpost.com/150802_topline_trend_v4_KD.pdf","Nonpartisan","None",,1,-6
"403","YouGov/Economist","2015-07-31","2015-08-04","2015-08-08T00:04:51Z",2000,"Adults","Internet",26,53,20,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22517","https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/shw46tymfa/econToplines.pdf","Nonpartisan","None",,1,-6
"404","Morning Consult","2015-07-31","2015-08-03","2015-08-05T01:23:17Z",2069,"Registered Voters","Internet",23,59,19,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-22487","http://big.assets.huffingtonpost.com/150706_crosstabs_trend_v1_JW.pdf","Nonpartisan","None",,1,-4
"405","NBC/WSJ","2015-07-26","2015-07-30","2015-08-04T23:02:18Z",1000,"Adults","Live Phone",9,77,14,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-22480","http://msnbcmedia.msn.com/i/MSNBC/Components/Photo/_new/15313JulyNBCWSJPOLL.pdf","Nonpartisan","None",,1,5
"406","Quinnipiac","2015-07-23","2015-07-28","2015-08-04T00:57:21Z",822,"Registered Voters","Live Phone",13,71,16,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22468","http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2264","Nonpartisan","None",,1,3
"407","Gallup","2015-07-08","2015-07-21","2015-07-27T22:49:19Z",2374,"Adults","Live Phone",13,72,16,"http://elections.huffingtonpost.com/pollster/polls/gallup-22435","http://www.gallup.com/poll/184346/sanders-surges-clinton-sags-favorability.aspx","Nonpartisan","None",,1,3
"408","YouGov/Economist","2015-07-18","2015-07-20","2015-07-24T21:26:18Z",1000,"Adults","Internet",24,58,18,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22429","https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3k13yqulyj/econToplines.pdf","Nonpartisan","None",,1,-6
"409","YouGov/Economist","2015-07-11","2015-07-13","2015-07-21T00:44:16Z",1000,"Adults","Internet",22,60,17,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22399","https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/k725t67g2r/econToplines.pdf","Nonpartisan","None",,1,-5
"410","AP-GfK (web)","2015-07-09","2015-07-13","2015-07-17T01:00:52Z",1004,"Adults","Internet",13,79,9,"http://elections.huffingtonpost.com/pollster/polls/ap-gfk-web-22385","http://ap-gfkpoll.com/main/wp-content/uploads/2015/07/AP-GfK_Poll_July_2015-Topline_Clinton.pdf","Nonpartisan","None",,1,-4
"411","YouGov/Economist","2015-06-27","2015-06-29","2015-07-08T21:18:39Z",1000,"Adults","Internet",22,59,18,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22351","https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/n374n92qq2/econToplines.pdf","Nonpartisan","None",,1,-4
"412","YouGov/Economist","2015-06-20","2015-06-22","2015-06-26T01:02:40Z",1000,"Adults","Internet",27,56,17,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22307","https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3mzoa6wjyu/econToplines.pdf","Nonpartisan","None",,1,-10
"413","Quinnipiac","2015-05-19","2015-05-26","2015-05-28T21:52:59Z",856,"Registered Voters","Live Phone",12,76,12,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22181","http://www.quinnipiac.edu/images/polling/us/us05282015_U32trdf.pdf","Nonpartisan","None",,1,0
"414","Quinnipiac","2014-06-24","2014-06-30","2014-07-08T15:18:21Z",723,"Registered Voters","Live Phone",9,79,13,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-19810","http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2058","Nonpartisan","None",,1,4
"415","AP-GfK (Web)","2014-03-20","2014-03-24","2014-05-15T20:01:12Z",1012,"Adults","Internet",13,79,8,"http://elections.huffingtonpost.com/pollster/polls/ap-gfk-web-19459","http://ap-gfkpoll.com/main/wp-content/uploads/2014/04/AP-GfK-March-2014-Poll-Topline-Final_Congress-and-2016-updated.pdf","Nonpartisan","None",,1,-5
"416","Quinnipiac","2013-12-03","2013-12-09","2013-12-11T23:45:55Z",2692,"Registered Voters","Live Phone",9,79,12,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-18519","http://www.quinnipiac.edu/institutes-and-centers/polling-institute/national/release-detail?ReleaseID=1988","Nonpartisan","None",,1,3
"417","YouGov/Economist","2016-05-06","2016-05-09","2016-05-11T17:46:34Z",2000,"Adults","Internet",37,22,42,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24478","https://today.yougov.com/news/2016/05/11/most-republicans-think-ryan-should-endorse-trump/","Nonpartisan","None",,1,5
"418","Morning Consult","2016-04-29","2016-05-02","2016-05-03T14:47:06Z",1976,"Registered Voters","Internet",40,27,34,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24431","https://morningconsult.com/2016/05/donald-trump-hits-new-high-among-gop-voters/","Nonpartisan","None",,1,-6
"419","CNN","2016-04-28","2016-05-01","2016-05-04T13:43:46Z",1001,"Adults","Live Phone",30,21,49,"http://elections.huffingtonpost.com/pollster/polls/cnn-24438","http://i2.cdn.turner.com/cnn/2016/images/05/04/rel6b.-.2016.general.pdf","Nonpartisan","None",,1,19
"420","Morning Consult","2016-04-26","2016-04-29","2016-04-29T17:28:54Z",1964,"Registered Voters","Internet",40,26,33,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24408","https://morningconsult.com/2016/04/poll-kasich-gops-favorite-second-choice/","Nonpartisan","None",,1,-7
"421","IBD/TIPP","2016-04-22","2016-04-28","2016-05-01T19:16:05Z",814,"Registered Voters","Live Phone",35,2,38,"http://elections.huffingtonpost.com/pollster/polls/ibd-tipp-24414","http://www.investors.com/politics/trump-gains-ground-on-clinton-but-both-have-sky-high-negatives/","Nonpartisan","None",,1,3
"422","YouGov/Economist","2016-04-22","2016-04-26","2016-04-27T21:51:24Z",2000,"Adults","Internet",43,22,36,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24390","https://today.yougov.com/news/2016/04/27/yougov-economist-poll-april-22-26-2016/","Nonpartisan","None",,1,-7
"423","Suffolk/USA Today","2016-04-20","2016-04-24","2016-04-25T19:13:35Z",1000,"Likely Voters","Live Phone",30,27,43,"http://elections.huffingtonpost.com/pollster/polls/suffolk-usa-today-24356","http://www.suffolk.edu/academics/10741.php","Nonpartisan","None",,1,13
"424","Morning Consult","2016-04-20","2016-04-22","2016-04-29T18:17:35Z",2003,"Registered Voters","Internet",39,25,37,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24410","https://morningconsultintelligence.com/media/mc/160407_topline_trend_v5_KD.pdf","Nonpartisan","None",,1,-2
"425","GWU/Battleground","2016-04-17","2016-04-20","2016-04-25T14:20:12Z",1000,"Likely Voters","Live Phone",29,26,45,"http://elections.huffingtonpost.com/pollster/polls/gwu-battleground-24342","https://mediarelations.gwu.edu/americans-overwhelmingly-engaged-2016-election-tone-race-affecting-voters-new-gw-battleground-poll","Nonpartisan","None",,1,16
"426","Morning Consult","2016-04-15","2016-04-17","2016-04-18T19:24:26Z",2032,"Registered Voters","Internet",38,25,37,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24302","https://morningconsult.com/2016/04/bernie-sanders-hillary-clinton-democratic-presidential-poll/","Nonpartisan","None",,1,-1
"427","NBC/WSJ","2016-04-10","2016-04-14","2016-04-18T21:05:54Z",1000,"Registered Voters","Live Phone",19,50,31,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-24305","http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/16229%20NBCWSJ%20April%20Poll.pdf","Nonpartisan","None",,1,12
"428","CBS","2016-04-08","2016-04-12","2016-04-14T14:30:14Z",1098,"Registered Voters","Live Phone",21,52,26,"http://elections.huffingtonpost.com/pollster/polls/cbs-24275","http://www.cbsnews.com/news/cbs-news-poll-donald-trump-holds-onto-national-lead/","Nonpartisan","None",,1,5
"429","Morning Consult","2016-04-08","2016-04-11","2016-04-19T17:22:39Z",4015,"Registered Voters","Internet",38,28,35,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24311","https://morningconsultintelligence.com/media/mc/160403_topline_trend_v2_AP.pdf","Nonpartisan","None",,1,-3
"430","YouGov/Economist","2016-04-08","2016-04-11","2016-04-13T15:34:28Z",1994,"Adults","Internet",42,23,35,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24266","https://today.yougov.com/news/2016/04/13/tale-two-conventions/","Nonpartisan","None",,1,-7
"431","ABC/Post","2016-04-06","2016-04-10","2016-04-14T14:08:52Z",1010,"Adults","Live Phone",39,22,39,"http://elections.huffingtonpost.com/pollster/polls/abc-post-24273","https://www.washingtonpost.com/news/the-fix/wp/2016/04/14/republicans-like-donald-trump-and-ted-cruz-the-general-public-doesnt/","Nonpartisan","None",,1,0
"432","AP-GfK (web)","2016-03-31","2016-04-04","2016-04-07T19:01:11Z",1076,"Adults","Internet",31,36,34,"http://elections.huffingtonpost.com/pollster/polls/ap-gfk-web-24229","http://ap-gfkpoll.com/main/wp-content/uploads/2016/04/March-2016-AP-GfK-Poll-FINAL_Clinton.pdf","Nonpartisan","None",,1,3
"433","Morning Consult","2016-04-01","2016-04-03","2016-04-05T13:18:16Z",2004,"Registered Voters","Internet",34,29,38,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24207","https://morningconsult.com/2016/04/donald-trump-polling-abortion-comments/","Nonpartisan","None",,1,4
"434","YouGov/Economist","2016-03-26","2016-03-29","2016-03-31T20:35:54Z",1995,"Adults","Internet",38,24,38,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24181","https://today.yougov.com/news/2016/03/31/trump-still-leads/","Nonpartisan","None",,1,0
"435","PPP (D)","2016-03-24","2016-03-26","2016-03-31T18:05:23Z",1083,"Likely Voters","IVR/Online",39,21,41,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-24178","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_33116.pdf","Pollster","Dem",,1,2
"436","Morning Consult","2016-03-24","2016-03-26","2016-03-28T17:06:25Z",2071,"Registered Voters","Internet",36,30,35,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24158","https://morningconsult.com/2016/03/security-issues-rise-after-brussels-attacks/","Nonpartisan","None",,1,-1
"437","McLaughlin (R)","2016-03-17","2016-03-23","2016-03-29T18:06:35Z",1002,"Likely Voters","Internet",33,32,35,"http://elections.huffingtonpost.com/pollster/polls/mclaughlin-r-24168","http://mclaughlinonline.com/pols/wp-content/uploads/2016/03/National-Omnibus-3-23-16-Topline-Public.pdf","Pollster","Rep",,1,2
"438","FOX","2016-03-20","2016-03-22","2016-03-23T22:19:32Z",1016,"Registered Voters","Live Phone",33,28,40,"http://elections.huffingtonpost.com/pollster/polls/fox-24141","http://www.foxnews.com/politics/interactive/2016/03/23/fox-news-poll-national-general-election-32316/","Nonpartisan","None",,1,7
"439","Bloomberg/Selzer","2016-03-19","2016-03-22","2016-03-23T21:46:55Z",1000,"Adults","Live Phone",32,23,46,"http://elections.huffingtonpost.com/pollster/polls/bloomberg-selzer-24140","http://assets.bwbx.io/documents/users/iqjWHBFdfxIU/r.f2qF2GAiq8/v0","Nonpartisan","None",,1,14
"440","Morning Consult","2016-03-18","2016-03-21","2016-03-21T19:05:11Z",2001,"Registered Voters","Internet",33,31,35,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24122","https://morningconsult.com/2016/03/paul-ryan-general-election-polling-hillary-clinton-bernie-sanders/","Nonpartisan","None",,1,2
"441","Quinnipiac","2016-03-16","2016-03-21","2016-03-23T11:19:56Z",1451,"Registered Voters","Live Phone",20,37,43,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-24134","http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2333","Nonpartisan","None",,1,23
"442","CNN","2016-03-17","2016-03-20","2016-03-24T16:25:09Z",1001,"Adults","Live Phone",31,28,40,"http://elections.huffingtonpost.com/pollster/polls/cnn-24146","http://i2.cdn.turner.com/cnn/2016/images/03/24/march.poll.pdf","Nonpartisan","None",,1,9
"443","Monmouth University","2016-03-17","2016-03-20","2016-03-24T14:57:21Z",848,"Registered Voters","Live Phone",18,32,50,"http://elections.huffingtonpost.com/pollster/polls/monmouth-university-24144","http://www.monmouth.edu/assets/0/32212254770/32212254991/32212254992/32212254994/32212254995/30064771087/7714a05b-515f-4ad3-bdaa-e72a6e5f8e61.pdf","Nonpartisan","None",,1,32
"444","Morning Consult","2016-03-16","2016-03-18","2016-03-18T17:59:58Z",2011,"Registered Voters","Internet",30,33,38,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24111","https://morningconsult.com/2016/03/cruz-edges-closer-to-trump-new-presidential-poll/?utm_content=31597007&utm_medium=social&utm_source=twitter","Nonpartisan","None",,1,8
"445","Morning Consult","2016-03-11","2016-03-13","2016-03-14T17:45:27Z",4027,"Registered Voters","Internet",31,34,35,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24088","https://morningconsult.com/2016/03/bernie-sanders-hillary-clinton-donald-trump-ted-cruz-presidential-polling/","Nonpartisan","None",,1,4
"446","YouGov/Economist","2016-03-10","2016-03-12","2016-03-14T17:17:34Z",1996,"Adults","Internet",36,25,40,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24084","https://today.yougov.com/news/2016/03/14/trump-rises-national-support-rubio-falls-and-carso/","Nonpartisan","None",,1,4
"447","Morning Consult","2016-03-04","2016-03-06","2016-03-08T15:38:21Z",2019,"Registered Voters","Internet",31,34,34,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24011","http://morningconsult.com/2016/03/poll-ted-cruz-closes-gap-on-donald-trump/","Nonpartisan","None",,1,3
"448","NBC/WSJ","2016-03-03","2016-03-06","2016-03-08T22:13:19Z",1200,"Registered Voters","Live Phone",14,53,33,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-24016","http://www.nbcnews.com/politics/2016-election/trump-cruz-locked-tight-race-nationally-new-poll-n534171","Nonpartisan","None",,1,19
"449","Morning Consult","2016-02-26","2016-02-27","2016-02-29T17:19:46Z",2002,"Registered Voters","Internet",33,39,28,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-23918","http://morningconsult.com/2016/02/donald-trump-marco-rubio-super-tuesday-polling/","Nonpartisan","None",,1,-5
"450","CNN","2016-02-24","2016-02-27","2016-03-01T14:22:05Z",920,"Registered Voters","Live Phone",22,37,41,"http://elections.huffingtonpost.com/pollster/polls/cnn-23952","http://i2.cdn.turner.com/cnn/2016/images/02/29/rel4b.-.2016.general.pdf","Nonpartisan","None",,1,19
