"","poll_date","votes","candidate","source","type"
"441","2015-11-16",9,"Cruz","Real Clear Politics","first rank"
"442","2015-11-02",11,"Cruz","Real Clear Politics","first rank"
"443","2015-10-30",8,"Cruz","Real Clear Politics","first rank"
"444","2015-10-30",13,"Cruz","Real Clear Politics","first rank"
"445","2015-10-26",10,"Cruz","Real Clear Politics","first rank"
"446","2015-10-25",6,"Cruz","Real Clear Politics","first rank"
"447","2015-10-22",4,"Cruz","Real Clear Politics","first rank"
"448","2015-10-16",9,"Cruz","Real Clear Politics","first rank"
"449","2015-10-16",10,"Cruz","Real Clear Politics","first rank"
"450","2015-10-16",6,"Cruz","Real Clear Politics","first rank"
"451","2015-10-15",4,"Cruz","Real Clear Politics","first rank"
"452","2015-10-11",10,"Cruz","Real Clear Politics","first rank"
"453","2015-10-05",9,"Cruz","Real Clear Politics","first rank"
"454","2015-10-02",7,"Cruz","Real Clear Politics","first rank"
"455","2015-09-27",6,"Cruz","Real Clear Politics","first rank"
"456","2015-09-25",6,"Cruz","Real Clear Politics","first rank"
"457","2015-09-23",6,"Cruz","Real Clear Politics","first rank"
"458","2015-09-21",5,"Cruz","Real Clear Politics","first rank"
"459","2015-09-21",8,"Cruz","Real Clear Politics","first rank"
"460","2015-09-19",5,"Cruz","Real Clear Politics","first rank"
"461","2015-09-18",7,"Cruz","Real Clear Politics","first rank"
"462","2015-09-18",6,"Cruz","Real Clear Politics","first rank"
"463","2015-09-10",5,"Cruz","Real Clear Politics","first rank"
"464","2015-09-08",7,"Cruz","Real Clear Politics","first rank"
"465","2015-09-05",7,"Cruz","Real Clear Politics","first rank"
"466","2015-09-01",8,"Cruz","Real Clear Politics","first rank"
"467","2015-08-29",6,"Cruz","Real Clear Politics","first rank"
"468","2015-08-21",7,"Cruz","Real Clear Politics","first rank"
"469","2015-08-14",5,"Cruz","Real Clear Politics","first rank"
"470","2015-08-12",10,"Cruz","Real Clear Politics","first rank"
"471","2015-08-10",7,"Cruz","Real Clear Politics","first rank"
"472","2015-07-31",6,"Cruz","Real Clear Politics","first rank"
"473","2015-07-31",6,"Cruz","Real Clear Politics","first rank"
"474","2015-07-31",4,"Cruz","Real Clear Politics","first rank"
"475","2015-07-30",6,"Cruz","Real Clear Politics","first rank"
"476","2015-07-27",9,"Cruz","Real Clear Politics","first rank"
"477","2015-07-24",5,"Cruz","Real Clear Politics","first rank"
"478","2015-07-27",7,"Cruz","Real Clear Politics","first rank"
"479","2015-07-23",7,"Cruz","Real Clear Politics","first rank"
"480","2015-07-21",4,"Cruz","Real Clear Politics","first rank"
"481","2015-07-17",4,"Cruz","Real Clear Politics","first rank"
"482","2015-07-14",4,"Cruz","Real Clear Politics","first rank"
"483","2015-07-10",6,"Cruz","Real Clear Politics","first rank"
"484","2015-07-10",9,"Cruz","Real Clear Politics","first rank"
"485","2015-06-27",3,"Cruz","Real Clear Politics","first rank"
"486","2015-06-22",4,"Cruz","Real Clear Politics","first rank"
"487","2015-06-15",4,"Cruz","Real Clear Politics","first rank"
"488","2015-06-12",5,"Cruz","Real Clear Politics","first rank"
"489","2015-06-01",8,"Cruz","Real Clear Politics","first rank"
"490","2015-05-30",8,"Cruz","Real Clear Politics","first rank"
"491","2015-05-29",8,"Cruz","Real Clear Politics","first rank"
"492","2015-05-20",6,"Cruz","Real Clear Politics","first rank"
"493","2015-05-10",6,"Cruz","Real Clear Politics","first rank"
"494","2015-05-08",10,"Cruz","Real Clear Politics","first rank"
"495","2015-04-27",11,"Cruz","Real Clear Politics","first rank"
"496","2015-04-20",8,"Cruz","Real Clear Politics","first rank"
"497","2015-04-17",9,"Cruz","Real Clear Politics","first rank"
"498","2015-04-17",7,"Cruz","Real Clear Politics","first rank"
"499","2015-03-30",10,"Cruz","Real Clear Politics","first rank"
"500","2015-03-27",12,"Cruz","Real Clear Politics","first rank"
"501","2015-03-27",16,"Cruz","Real Clear Politics","first rank"
"502","2015-03-14",4,"Cruz","Real Clear Politics","first rank"
"503","2015-03-02",4,"Cruz","Real Clear Politics","first rank"
"504","2015-02-26",6,"Cruz","Real Clear Politics","first rank"
"505","2015-02-20",5,"Cruz","Real Clear Politics","first rank"
"506","2015-02-12",3,"Cruz","Real Clear Politics","first rank"
"507","2015-01-25",4,"Cruz","Real Clear Politics","first rank"
"508","2014-12-19",4,"Cruz","Real Clear Politics","first rank"
"509","2016-04-28",19,"Kasich","Real Clear Politics","first rank"
"510","2016-04-22",16,"Kasich","Real Clear Politics","first rank"
"511","2016-04-20",17,"Kasich","Real Clear Politics","first rank"
"512","2016-04-12",20,"Kasich","Real Clear Politics","first rank"
"513","2016-04-11",25,"Kasich","Real Clear Politics","first rank"
"514","2016-04-10",24,"Kasich","Real Clear Politics","first rank"
"515","2016-04-08",18,"Kasich","Real Clear Politics","first rank"
"516","2016-03-30",23,"Kasich","Real Clear Politics","first rank"
"517","2016-03-28",19,"Kasich","Real Clear Politics","first rank"
"518","2016-03-29",20,"Kasich","Real Clear Politics","first rank"
"519","2016-03-17",20,"Kasich","Real Clear Politics","first rank"
"520","2016-03-24",22,"Kasich","Real Clear Politics","first rank"
"521","2016-03-20",17,"Kasich","Real Clear Politics","first rank"
"522","2016-03-19",25,"Kasich","Real Clear Politics","first rank"
"523","2016-03-17",18,"Kasich","Real Clear Politics","first rank"
"524","2016-03-17",17,"Kasich","Real Clear Politics","first rank"
"525","2016-03-17",20,"Kasich","Real Clear Politics","first rank"
"526","2016-03-16",16,"Kasich","Real Clear Politics","first rank"
"527","2016-03-16",21,"Kasich","Real Clear Politics","first rank"
"528","2016-03-03",22,"Kasich","Real Clear Politics","first rank"
"529","2016-03-03",13,"Kasich","Real Clear Politics","first rank"
"530","2016-02-24",6,"Kasich","Real Clear Politics","first rank"
"531","2016-02-19",7,"Kasich","Real Clear Politics","first rank"
"532","2016-02-21",12,"Kasich","Real Clear Politics","first rank"
"533","2016-02-15",8,"Kasich","Real Clear Politics","first rank"
"534","2016-02-14",11,"Kasich","Real Clear Politics","first rank"
"535","2016-02-12",11,"Kasich","Real Clear Politics","first rank"
"536","2016-02-11",7,"Kasich","Real Clear Politics","first rank"
"537","2016-02-10",6,"Kasich","Real Clear Politics","first rank"
"538","2016-02-02",3,"Kasich","Real Clear Politics","first rank"
"539","2016-02-03",6,"Kasich","Real Clear Politics","first rank"
"540","2016-02-02",5,"Kasich","Real Clear Politics","first rank"
"541","2016-01-22",2,"Kasich","Real Clear Politics","first rank"
"542","2016-01-21",1,"Kasich","Real Clear Politics","first rank"
"543","2016-01-21",2,"Kasich","Real Clear Politics","first rank"
"544","2016-01-18",4,"Kasich","Real Clear Politics","first rank"
"545","2016-01-15",3,"Kasich","Real Clear Politics","first rank"
"546","2016-01-09",3,"Kasich","Real Clear Politics","first rank"
"547","2016-01-07",2,"Kasich","Real Clear Politics","first rank"
"548","2016-01-04",2,"Kasich","Real Clear Politics","first rank"
"549","2016-01-04",2,"Kasich","Real Clear Politics","first rank"
"550","2015-12-18",2,"Kasich","Real Clear Politics","first rank"
"551","2015-12-17",1,"Kasich","Real Clear Politics","first rank"
"552","2015-12-17",2,"Kasich","Real Clear Politics","first rank"
"553","2015-12-17",2,"Kasich","Real Clear Politics","first rank"
"554","2015-12-11",2,"Kasich","Real Clear Politics","first rank"
"555","2015-12-11",3,"Kasich","Real Clear Politics","first rank"
"556","2015-12-07",2,"Kasich","Real Clear Politics","first rank"
"557","2015-12-05",3,"Kasich","Real Clear Politics","first rank"
"558","2015-12-03",2,"Kasich","Real Clear Politics","first rank"
"559","2015-12-01",2,"Kasich","Real Clear Politics","first rank"
"560","2015-11-28",2,"Kasich","Real Clear Politics","first rank"
"561","2015-11-24",2,"Kasich","Real Clear Politics","first rank"
"562","2015-11-17",2,"Kasich","Real Clear Politics","first rank"
"563","2015-11-17",3,"Kasich","Real Clear Politics","first rank"
"564","2015-11-17",3,"Kasich","Real Clear Politics","first rank"
"565","2015-11-16",3,"Kasich","Real Clear Politics","first rank"
"566","2015-11-02",4,"Kasich","Real Clear Politics","first rank"
"567","2015-10-30",4,"Kasich","Real Clear Politics","first rank"
"568","2015-10-30",3,"Kasich","Real Clear Politics","first rank"
"569","2015-10-26",3,"Kasich","Real Clear Politics","first rank"
"570","2015-10-25",1,"Kasich","Real Clear Politics","first rank"
"571","2015-10-22",4,"Kasich","Real Clear Politics","first rank"
"572","2015-10-16",3,"Kasich","Real Clear Politics","first rank"
"573","2015-10-16",1,"Kasich","Real Clear Politics","first rank"
"574","2015-10-16",2,"Kasich","Real Clear Politics","first rank"
"575","2015-10-15",3,"Kasich","Real Clear Politics","first rank"
"576","2015-10-11",1,"Kasich","Real Clear Politics","first rank"
"577","2015-10-05",2,"Kasich","Real Clear Politics","first rank"
"578","2015-10-02",4,"Kasich","Real Clear Politics","first rank"
"579","2015-09-27",4,"Kasich","Real Clear Politics","first rank"
"580","2015-09-25",2,"Kasich","Real Clear Politics","first rank"
"581","2015-09-23",1,"Kasich","Real Clear Politics","first rank"
"582","2015-09-21",6,"Kasich","Real Clear Politics","first rank"
"583","2015-09-21",4,"Kasich","Real Clear Politics","first rank"
"584","2015-09-19",4,"Kasich","Real Clear Politics","first rank"
"585","2015-09-18",2,"Kasich","Real Clear Politics","first rank"
"586","2015-09-18",2,"Kasich","Real Clear Politics","first rank"
"587","2015-09-10",3,"Kasich","Real Clear Politics","first rank"
"588","2015-09-08",3,"Kasich","Real Clear Politics","first rank"
"589","2015-09-05",2,"Kasich","Real Clear Politics","first rank"
"590","2015-09-01",2,"Kasich","Real Clear Politics","first rank"
"591","2015-08-29",6,"Kasich","Real Clear Politics","first rank"
"592","2015-08-21",5,"Kasich","Real Clear Politics","first rank"
"593","2015-08-14",5,"Kasich","Real Clear Politics","first rank"
"594","2015-08-12",4,"Kasich","Real Clear Politics","first rank"
"595","2015-08-10",4,"Kasich","Real Clear Politics","first rank"
"596","2015-07-31",3,"Kasich","Real Clear Politics","first rank"
"597","2015-07-31",3,"Kasich","Real Clear Politics","first rank"
"598","2015-07-31",4,"Kasich","Real Clear Politics","first rank"
"599","2015-07-30",1,"Kasich","Real Clear Politics","first rank"
"600","2015-07-27",3,"Kasich","Real Clear Politics","first rank"
"601","2015-07-24",5,"Kasich","Real Clear Politics","first rank"
"602","2015-07-27",5,"Kasich","Real Clear Politics","first rank"
"603","2015-07-23",4,"Kasich","Real Clear Politics","first rank"
"604","2015-07-21",3,"Kasich","Real Clear Politics","first rank"
"605","2015-07-17",2,"Kasich","Real Clear Politics","first rank"
"606","2015-07-14",2,"Kasich","Real Clear Politics","first rank"
"607","2015-07-10",1,"Kasich","Real Clear Politics","first rank"
"608","2015-07-10",1,"Kasich","Real Clear Politics","first rank"
"609","2015-06-27",2,"Kasich","Real Clear Politics","first rank"
"610","2015-06-22",2,"Kasich","Real Clear Politics","first rank"
"611","2015-06-15",1,"Kasich","Real Clear Politics","first rank"
"612","2015-06-12",1,"Kasich","Real Clear Politics","first rank"
"613","2015-06-01",2,"Kasich","Real Clear Politics","first rank"
"614","2015-05-30",1,"Kasich","Real Clear Politics","first rank"
"615","2015-05-29",3,"Kasich","Real Clear Politics","first rank"
"616","2015-05-20",2,"Kasich","Real Clear Politics","first rank"
"617","2015-05-10",2,"Kasich","Real Clear Politics","first rank"
"618","2015-05-08",,"Kasich","Real Clear Politics","first rank"
"619","2015-04-27",,"Kasich","Real Clear Politics","first rank"
"620","2015-04-20",2,"Kasich","Real Clear Politics","first rank"
"621","2015-04-17",2,"Kasich","Real Clear Politics","first rank"
"622","2015-04-17",2,"Kasich","Real Clear Politics","first rank"
"623","2015-03-30",1,"Kasich","Real Clear Politics","first rank"
"624","2015-03-27",1,"Kasich","Real Clear Politics","first rank"
"625","2015-03-27",,"Kasich","Real Clear Politics","first rank"
"626","2015-03-14",2,"Kasich","Real Clear Politics","first rank"
"627","2015-03-02",,"Kasich","Real Clear Politics","first rank"
"628","2015-02-26",1,"Kasich","Real Clear Politics","first rank"
"629","2015-02-20",,"Kasich","Real Clear Politics","first rank"
"630","2015-02-12",2,"Kasich","Real Clear Politics","first rank"
"631","2015-01-25",2,"Kasich","Real Clear Politics","first rank"
"632","2014-12-19",3,"Kasich","Real Clear Politics","first rank"
"633","2016-06-18",55,"Clinton","Huffington Post","first rank"
"634","2016-06-15",53,"Clinton","Huffington Post","first rank"
"635","2016-06-16",55,"Clinton","Huffington Post","first rank"
"636","2016-06-10",45,"Clinton","Huffington Post","first rank"
"637","2016-06-06",58,"Clinton","Huffington Post","first rank"
"638","2016-06-08",52,"Clinton","Huffington Post","first rank"
"639","2016-06-04",53,"Clinton","Huffington Post","first rank"
"640","2016-06-02",52,"Clinton","Huffington Post","first rank"
"641","2016-06-01",51,"Clinton","Huffington Post","first rank"
"642","2016-05-31",51,"Clinton","Huffington Post","first rank"
"643","2016-05-30",53,"Clinton","Huffington Post","first rank"
"644","2016-05-28",51,"Clinton","Huffington Post","first rank"
"645","2016-05-24",46,"Clinton","Huffington Post","first rank"
"646","2016-05-24",53,"Clinton","Huffington Post","first rank"
"647","2016-05-23",53,"Clinton","Huffington Post","first rank"
"648","2016-05-21",52,"Clinton","Huffington Post","first rank"
"649","2016-05-20",52,"Clinton","Huffington Post","first rank"
"650","2016-05-19",48,"Clinton","Huffington Post","first rank"
"651","2016-05-16",51,"Clinton","Huffington Post","first rank"
"652","2016-05-16",56,"Clinton","Huffington Post","first rank"
"653","2016-05-15",53,"Clinton","Huffington Post","first rank"
"654","2016-05-14",52,"Clinton","Huffington Post","first rank"
"655","2016-05-13",51,"Clinton","Huffington Post","first rank"
"656","2016-05-11",47,"Clinton","Huffington Post","first rank"
"657","2016-05-09",54,"Clinton","Huffington Post","first rank"
"658","2016-05-07",56,"Clinton","Huffington Post","first rank"
"659","2016-05-06",50,"Clinton","Huffington Post","first rank"
"660","2016-05-05",49,"Clinton","Huffington Post","first rank"
"661","2016-05-02",53,"Clinton","Huffington Post","first rank"
"662","2016-04-30",56,"Clinton","Huffington Post","first rank"
"663","2016-04-29",51,"Clinton","Huffington Post","first rank"
"664","2016-04-28",51,"Clinton","Huffington Post","first rank"
"665","2016-04-25",54,"Clinton","Huffington Post","first rank"
"666","2016-04-26",49,"Clinton","Huffington Post","first rank"
"667","2016-04-22",49,"Clinton","Huffington Post","first rank"
"668","2016-04-23",53,"Clinton","Huffington Post","first rank"
"669","2016-04-22",47,"Clinton","Huffington Post","first rank"
"670","2016-04-20",50,"Clinton","Huffington Post","first rank"
"671","2016-04-18",52,"Clinton","Huffington Post","first rank"
"672","2016-04-20",48,"Clinton","Huffington Post","first rank"
"673","2016-04-16",51,"Clinton","Huffington Post","first rank"
"674","2016-04-12",54,"Clinton","Huffington Post","first rank"
"675","2016-04-15",46,"Clinton","Huffington Post","first rank"
"676","2016-04-11",50,"Clinton","Huffington Post","first rank"
"677","2016-04-10",50,"Clinton","Huffington Post","first rank"
"678","2016-04-11",48,"Clinton","Huffington Post","first rank"
"679","2016-04-09",48,"Clinton","Huffington Post","first rank"
"680","2016-04-08",50,"Clinton","Huffington Post","first rank"
"681","2016-04-08",49,"Clinton","Huffington Post","first rank"
"682","2016-04-08",49,"Clinton","Huffington Post","first rank"
"683","2016-04-04",49,"Clinton","Huffington Post","first rank"
"684","2016-04-02",49,"Clinton","Huffington Post","first rank"
"685","2016-04-01",47,"Clinton","Huffington Post","first rank"
"686","2016-03-30",46,"Clinton","Huffington Post","first rank"
"687","2016-03-28",51,"Clinton","Huffington Post","first rank"
"688","2016-03-28",45,"Clinton","Huffington Post","first rank"
"689","2016-03-29",47,"Clinton","Huffington Post","first rank"
"690","2016-03-27",53,"Clinton","Huffington Post","first rank"
"691","2016-03-26",53,"Clinton","Huffington Post","first rank"
